SOC
   0.00                     !scissors operator
   9.2403                   !efermi
   3.5717025864237320        6.4991244369867793        6.4991244369867793
   6.4991244369867793        3.5717025864237320        6.4991244369867793
   6.4991244369867793        6.4991244369867793        3.5717025864237320
 written on  1Nov2023 at 16:06:55 
          10
          37
    2    2    3    1    3    1    1    2    1    1    1    3    2    2    1
    1    2    1    1    1    2    1    1    2    2    3    1    1    1    2
    1    1    3    1    3    2    2
   -2    0    1    1    1    0.151609    0.011663
   -2    0    1    2    1    0.000000   -0.011663
   -2    0    1    3    1    0.175450   -0.011661
   -2    0    1    4    1    0.000000    0.011661
   -2    0    1    5    1    0.042364    0.002483
   -2    0    1    6    1   -0.000000   -0.002483
   -2    0    1    7    1    0.081700   -0.030101
   -2    0    1    8    1   -0.000000    0.030101
   -2    0    1    9    1    0.099790   -0.015539
   -2    0    1   10    1   -0.000000    0.015539
   -2    0    1    1    2   -0.000000   -0.011663
   -2    0    1    2    2    0.151609   -0.011663
   -2    0    1    3    2   -0.000000    0.011661
   -2    0    1    4    2    0.175450    0.011661
   -2    0    1    5    2    0.000000   -0.002483
   -2    0    1    6    2    0.042364   -0.002483
   -2    0    1    7    2   -0.000000    0.030101
   -2    0    1    8    2    0.081700    0.030101
   -2    0    1    9    2   -0.000000    0.015539
   -2    0    1   10    2    0.099790    0.015539
   -2    0    1    1    3    0.065512   -0.031754
   -2    0    1    2    3   -0.000000    0.031754
   -2    0    1    3    3   -0.006727    0.021266
   -2    0    1    4    3    0.000000   -0.021266
   -2    0    1    5    3    0.137632   -0.024158
   -2    0    1    6    3   -0.000000    0.024158
   -2    0    1    7    3   -0.051407    0.040985
   -2    0    1    8    3    0.000000   -0.040985
   -2    0    1    9    3   -0.030738   -0.009062
   -2    0    1   10    3    0.000000    0.009062
   -2    0    1    1    4    0.000000    0.031754
   -2    0    1    2    4    0.065512    0.031754
   -2    0    1    3    4   -0.000000   -0.021266
   -2    0    1    4    4   -0.006727   -0.021266
   -2    0    1    5    4    0.000000    0.024158
   -2    0    1    6    4    0.137632    0.024158
   -2    0    1    7    4   -0.000000   -0.040985
   -2    0    1    8    4   -0.051407   -0.040985
   -2    0    1    9    4    0.000000    0.009062
   -2    0    1   10    4   -0.030738    0.009062
   -2    0    1    1    5   -0.044239    0.024426
   -2    0    1    2    5    0.000000   -0.024426
   -2    0    1    3    5    0.168002    0.050373
   -2    0    1    4    5    0.000000   -0.050373
   -2    0    1    5    5   -0.010275    0.010519
   -2    0    1    6    5   -0.000000   -0.010519
   -2    0    1    7    5    0.118696   -0.007346
   -2    0    1    8    5    0.000000    0.007346
   -2    0    1    9    5    0.087744   -0.002398
   -2    0    1   10    5    0.000000    0.002398
   -2    0    1    1    6   -0.000000   -0.024426
   -2    0    1    2    6   -0.044239   -0.024426
   -2    0    1    3    6    0.000000   -0.050373
   -2    0    1    4    6    0.168002   -0.050373
   -2    0    1    5    6    0.000000   -0.010519
   -2    0    1    6    6   -0.010275   -0.010519
   -2    0    1    7    6   -0.000000    0.007346
   -2    0    1    8    6    0.118696    0.007346
   -2    0    1    9    6   -0.000000    0.002398
   -2    0    1   10    6    0.087744    0.002398
   -2    0    1    1    7   -0.062997    0.055864
   -2    0    1    2    7    0.000000   -0.055864
   -2    0    1    3    7    0.073079   -0.025667
   -2    0    1    4    7    0.000000    0.025667
   -2    0    1    5    7    0.032526   -0.011849
   -2    0    1    6    7   -0.000000    0.011849
   -2    0    1    7    7    0.031269    0.027249
   -2    0    1    8    7    0.000000   -0.027249
   -2    0    1    9    7   -0.005472   -0.080815
   -2    0    1   10    7    0.000000    0.080815
   -2    0    1    1    8   -0.000000   -0.055864
   -2    0    1    2    8   -0.062997   -0.055864
   -2    0    1    3    8   -0.000000    0.025667
   -2    0    1    4    8    0.073079    0.025667
   -2    0    1    5    8    0.000000    0.011849
   -2    0    1    6    8    0.032526    0.011849
   -2    0    1    7    8   -0.000000   -0.027249
   -2    0    1    8    8    0.031269   -0.027249
   -2    0    1    9    8   -0.000000    0.080815
   -2    0    1   10    8   -0.005472    0.080815
   -2    0    1    1    9    0.083794    0.013862
   -2    0    1    2    9   -0.000000   -0.013862
   -2    0    1    3    9   -0.073519   -0.008553
   -2    0    1    4    9    0.000000    0.008553
   -2    0    1    5    9    0.056638    0.024022
   -2    0    1    6    9   -0.000000   -0.024022
   -2    0    1    7    9   -0.037205    0.050993
   -2    0    1    8    9   -0.000000   -0.050993
   -2    0    1    9    9   -0.117426   -0.012634
   -2    0    1   10    9   -0.000000    0.012634
   -2    0    1    1   10   -0.000000   -0.013862
   -2    0    1    2   10    0.083794   -0.013862
   -2    0    1    3   10   -0.000000    0.008553
   -2    0    1    4   10   -0.073519    0.008553
   -2    0    1    5   10    0.000000   -0.024022
   -2    0    1    6   10    0.056638   -0.024022
   -2    0    1    7   10    0.000000   -0.050993
   -2    0    1    8   10   -0.037205   -0.050993
   -2    0    1    9   10   -0.000000    0.012634
   -2    0    1   10   10   -0.117426    0.012634
   -2    1    0    1    1   -0.056706    0.063159
   -2    1    0    2    1   -0.016312   -0.011449
   -2    1    0    3    1   -0.121733   -0.024437
   -2    1    0    4    1    0.066783    0.039640
   -2    1    0    5    1    0.055477    0.076493
   -2    1    0    6    1    0.023639    0.014093
   -2    1    0    7    1    0.064155    0.013374
   -2    1    0    8    1    0.034747   -0.091814
   -2    1    0    9    1    0.057828    0.008527
   -2    1    0   10    1    0.015473   -0.050756
   -2    1    0    1    2    0.016312   -0.011449
   -2    1    0    2    2   -0.056706   -0.063159
   -2    1    0    3    2   -0.066783    0.039640
   -2    1    0    4    2   -0.121733    0.024437
   -2    1    0    5    2   -0.023639    0.014093
   -2    1    0    6    2    0.055477   -0.076493
   -2    1    0    7    2   -0.034747   -0.091814
   -2    1    0    8    2    0.064155   -0.013374
   -2    1    0    9    2   -0.015473   -0.050756
   -2    1    0   10    2    0.057828   -0.008527
   -2    1    0    1    3    0.105286    0.078356
   -2    1    0    2    3   -0.039688    0.048213
   -2    1    0    3    3    0.011279   -0.020131
   -2    1    0    4    3   -0.076382   -0.024633
   -2    1    0    5    3   -0.024064   -0.010855
   -2    1    0    6    3    0.006479   -0.058710
   -2    1    0    7    3    0.006357   -0.013339
   -2    1    0    8    3   -0.012745   -0.025245
   -2    1    0    9    3    0.037978    0.003387
   -2    1    0   10    3   -0.016207    0.016931
   -2    1    0    1    4    0.039688    0.048213
   -2    1    0    2    4    0.105286   -0.078356
   -2    1    0    3    4    0.076382   -0.024633
   -2    1    0    4    4    0.011279    0.020131
   -2    1    0    5    4   -0.006479   -0.058710
   -2    1    0    6    4   -0.024064    0.010855
   -2    1    0    7    4    0.012745   -0.025245
   -2    1    0    8    4    0.006357    0.013339
   -2    1    0    9    4    0.016207    0.016931
   -2    1    0   10    4    0.037978   -0.003387
   -2    1    0    1    5   -0.049945   -0.051947
   -2    1    0    2    5   -0.024979    0.011384
   -2    1    0    3    5   -0.039840   -0.044955
   -2    1    0    4    5    0.011644    0.008871
   -2    1    0    5    5   -0.000006    0.016759
